Root.organism.name,text
BRANHAMELLA,The only species of Branhamella (Branhamella catarrhalis) is reclassified to Moraxella catarrhalis[2]
BREVIBACILLUS,Brevibacillus is a genus of Gram-positive bacteria in the family Paenibacillaceae.
BREVIBACTERIUM,"Brevibacterium is a genus of bacteria of the order Actinomycetales. They are Gram-positive soil organisms. It is the sole genus in the family Brevibacteriaceae.
Note: Brevibacterium stationis may now be re-classified as Corynebacterium stationis.[1]
Brevibacterium linens is ubiquitously present on the human skin, where it causes foot odor. The familiar odor is due to sulphur containing compounds known as S-methyl thioesters. The same bacterium is also employed to ferment several cheeses such as Munster, Limburger, Port-du-Salut, Raclette and Nasal. Its aroma also attracts mosquitoes.[2]
The first comprehensive proteomic reference map of B. linens was recently published[3]"
BREVUNDIMONAS,The Brevundimonas are a genus of proteobacteria.
BRUCELLA,"Brucella is a genus of Gram-negative bacteria,[2][3] named after David Bruce (1855-1931). They are small (0.5 to 0.7 by 0.6 to 1.5 micrometresm), non-encapsulated, flagellated,[4] facultatively intracellular coccobacilli.
Brucella is the cause of brucellosis, which is a zoonosis. It is transmitted by ingesting contaminated food (such as unpasteurized milk products), direct contact with an infected animal, or inhalation of aerosols. Transmission from human to human, for example through sexual intercourse or from mother to child, is exceedingly rare, but possible.[5] Minimum infectious exposure is between 10 - 100 organisms.
The different species of Brucella are genetically very similar, although each has a slightly different host specificity (see below). Hence, the NCBI taxonomy includes most Brucella species under Brucella melitensis.
The many names of brucellosis include (human disease/animal disease):
Malta fever/Bangês disease
Undulant fever/enzootic abortion
Mediterranean fever/epizootic abortion
Rock fever of Gibraltar/slinking of calves
Gastric fever/ram epididymitis
Contagious abortion/spontaneous abortion[6]"
BUNYAVIRIDAE,"Bunyaviridae is a family of negative-stranded, enveloped RNA viruses. Though generally found in arthropods or rodents, certain viruses in this family occasionally infect humans. Some of them also infect plants.[1]
Bunyaviridae are vector-borne viruses. With the exception of Hantaviruses, transmission occurs via an arthropod vector (mosquitos, tick, or sandfly). Hantaviruses are transmitted through contact with deer mice feces. Incidence of infection is closely linked to vector activity, for example, mosquito-borne viruses are more common in the summer.[1]
Human infections with certain Bunyaviridae, such as Crimean-Congo hemorrhagic fever virus, are associated with high levels of morbidity and mortality, consequently handling of these viruses must occur with a Biosafety level 4 laboratory. They are also the cause of severe fever with thrombocytopenia syndrome.[2]
Hanta virus or Hantavirus Hemorrhagic fever, common in Korea, Scandinavia, Russia, and western North America, is associated with high fever, lung edema and pulmonary failure. Mortality is around 55%.
The antibody reaction plays an important role in decreasing levels of viremia."
BURKHOLDERIA,"Burkholderia is a genus of Proteobacteria whose pathogenic members include Burkholderia mallei, responsible for glanders, a disease that occurs mostly in horses and related animals; Burkholderia pseudomallei, causative agent of melioidosis; and Burkholderia cepacia, an important pathogen of pulmonary infections in people with cystic fibrosis (CF).
The Burkholderia (previously part of Pseudomonas) genus name refers to a group of virtually ubiquitous Gram-negative, motile, obligately aerobic rod-shaped bacteria including both animal and plant pathogens, as well as some environmentally important species. In particular, B. xenovorans (previously named Pseudomonas cepacia then B. cepacia and B. fungorum) is renowned for being catalase positive (affecting patients with chronic granulomatous disease) and its ability to degrade chlororganic pesticides and polychlorinated biphenyls (PCBs).
The use of Burkholderia species for agricultural purposes (such as biodegradation, biocontrol, and plant growth-promoting rhizobacteria) is subject to discussions because of possible pathogenic effects in immunocompromised people (especially cystic fibrosis-sufferers), e.g., hospital-acquired infections. However, the animal pathogenic and the plant/soil species belong to different groups, and it was proposed to separate them into two different genera, to avoid misinterpretations. [1]
Due to their antibiotic resistance and the high mortality rate from their associated diseases, B. mallei and B. pseudomallei are considered to be potential biological warfare agents, targeting livestock and humans.
The genus was named after Walter H. Burkholder, plant pathologist at Cornell University."
BUTTIAUXELLA,No entry
BUTYRIBACTERIUM,No entry
CALICIVIRUS,"Caliciviridae is a family of viruses, members of Class IV of the Baltimore scheme. They are positive-sense, single stranded RNA which is non-segmented. There are currently seven species in this family, divided among 5 genera. Diseases associated with this family include: feline calicivirus: respiratory disease; rabbit hemorrhagic disease virus: often-fatal hemorrhages; norwalk group of viruses: gastroenteritis.[1][2] Caliciviruses naturally infect vertebrates, and have been found in a number of organisms such as humans, cattle, pigs, cats, chickens, reptiles, dolphins and amphibians. The caliciviruses have a simple construction and are not enveloped. The capsid appears hexagonal/spherical and has icosahedral symmetry (T=1 or T=3[1]) with a diameter of 35-39 nm.[3]
Caliciviruses are not very well studied because until recently they could not be grown in culture, and there is no suitable animal model. However, the recent application of modern genomic technologies has led to an increased understanding of the virus family.[3] A recent isolate from rhesus monkeys-Tulane virus-can be grown in culture and this system promises to increase our understanding of these viruses.[4]
The name calicivirus is derived from the Greek word calyx meaning cup or goblet. This name is appropriate as many strains have visible cup-shaped depressions."
CALYMMATOBACTERIUM,No entry
CAMPYLOBACTER,"Campylobacter (meaning ""curved bacteria"") is a genus of Gram-negative, microaerophilic, oxidase-positive, nonfermentative bacteria.[1] Campylobacter species are typically spiral-shaped and able to move via unipolar or bipolar flagella.[1] Most Campylobacter species are pathogenic and can infect humans and other animals. At least a dozen species of Campylobacter have been implicated in human disease, with C. jejuni and C. coli the most common.[2] C. jejuni is now recognized as one of the main causes of bacterial foodborne disease in many developed countries.[2][3] C. fetus is a cause of spontaneous abortions in cattle and sheep, as well as an opportunistic pathogen in humans.[4]"
